"Sample01" "Sample02" "Sample03" "Sample04" "Sample05" "Sample06" "Sample07" "Sample08" "Sample09" "Sample10" "Sample11" "Sample12" "Sample13" "Sample14" "Sample15" "Sample16" "Sample17" "Sample18" "Sample19" "Sample20" "Sample21" "Sample22" "Sample23" "Sample24" "Sample25" "Sample26" "Sample27" "Sample28" "Sample29" "Sample30" "Sample31" "Sample32" "Sample33" "Sample34" "Sample35" "Sample36" "Sample37" "Sample38" "Sample39" "Sample40" "Sample41" "Sample42" "Sample43" "Sample44" "Sample45" "Sample46" "Sample47" "Sample48" "Sample49" "Sample50" "Sample51" "Sample52" "Sample53" "Sample54" "Sample55" "Sample56" "Sample57" "Sample58" "Sample59" "Sample60" "Sample61" "Sample62" "Sample63"
"Microbe1137" 2 21 4 100 3 2 0 0 0 2 0 26 0 2 0 5 2 0 0 0 1 2 0 12 14 0 1 14 6 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe1138" 5 5 0 34 2 3 1 0 33 11 0 3 0 0 42 0 0 0 0 0 1 1 1 0 11 2 0 1 15 3 1 0 0 0 0 0 0 0 0 1 3 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1139" 2139 2016 1669 883 1333 787 710 967 605 1289 105 861 26 472 1077 255 2182 21 38 597 529 108 175 446 1425 1048 313 1068 2003 800 648 268 484 330 248 54 86 550 28 504 260 353 12 740 973 2394 18 90 40 13 6 92 8 473 494 19 119 2 37 19 5 2 3
"Microbe1140" 1 24 6 4 0 0 2 0 0 17 0 5 0 0 1 0 0 0 0 0 15 0 0 0 6 1 0 17 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1141" 0 0 3 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1 0 1 0 0 0 0 2 10 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1142" 0 0 3 56 0 38 71 14 1 0 6 30 1 76 0 13 0 3 3 16 18 88 19 236 57 13 8 3 0 35 5 29 0 80 5 30 3 44 10 173 20 1 23 18 0 4 11 1 0 0 11 14 0 0 24 0 0 2 1 0 0 0 2
"Microbe1143" 25 0 0 55 5 2 2 1 1 0 0 0 0 0 37 0 0 0 0 2 0 0 0 0 14 26 0 41 1 10 38 2 4 0 1 0 1 1 0 0 0 1 0 0 4 0 0 15 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0
"Microbe1144" 13 2 2 1 5 0 8 8 2 0 2 0 0 3 0 3 1 0 0 0 0 8 0 1 0 4 0 0 1 0 0 0 0 0 1 0 0 3 0 0 1 0 0 0 3 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0
"Microbe1145" 0 0 2 2 0 1 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 2 4 0 2 0 1 1 1 0 0 0 1 0 1 0 0 1 4 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0
"Microbe1146" 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1147" 0 6 3 1 1 0 1 1 1 4 0 0 0 0 1 0 0 0 0 0 0 0 0 1 4 5 0 0 4 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1148" 0 0 0 2 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1149" 18 1 1 0 10 3 0 0 0 3 0 1 0 1 0 0 10 0 0 0 1 0 0 1 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 3 0 0 0 0 2 0 0 0 0
"Microbe1150" 1 0 0 0 2 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1151" 34 227 3 6 14 1 29 3 7 168 1 3 0 24 80 0 2 0 0 13 0 0 3 56 29 3 1 80 4 8 0 18 8 156 3 16 1 12 3 6 3 7 1 0 9 13 0 0 0 0 9 0 0 0 0 3 0 2 0 0 1 1 0
"Microbe1152" 0 0 0 0 2 0 3 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1153" 1 0 0 2 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe1154" 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 30 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1155" 2 2 2 14 2 3 9 2 1 3 3 0 0 1 4 1 2 0 0 1 1 0 1 31 5 8 2 2 7 4 1 2 3 41 1 3 0 1 0 18 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0
"Microbe1156" 16 110 57 31 15 202 10 11 82 158 1 56 5 2 5 18 24 242 0 1 13 143 14 9 57 7 11 17 21 39 1 1 1 0 4 0 5 1 0 8 1 1 0 210 138 33 29 5 4 0 0 15 0 1 0 0 0 0 1 0 0 0 0
"Microbe1157" 0 0 0 0 0 0 0 18 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 3 0 2 0 0 1 0 0 0 0 1 2 0 2 0 0 0 0 0 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1158" 0 0 1 0 0 3 1 0 0 0 0 2 0 0 0 0 5 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1159" 8 2 5 20 6 15 49 3 47 0 0 8 0 0 8 4 88 0 0 0 106 1 37 4 0 16 2 423 3 2 2 14 1 0 0 0 0 0 0 6 0 1 0 0 645 1 2 0 1 2 0 0 3 6 0 0 0 0 1 0 0 0 1
"Microbe1160" 68 12 261 55 45 9 163 0 9 19 0 3 0 2 7 2 3 0 0 0 1 5 1 18 22 5 2 25 28 29 9 67 1 0 0 0 0 0 0 18 8 1 0 13 111 226 0 0 0 0 0 5 0 2 0 1 0 0 2 0 0 0 0
"Microbe1161" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe1162" 0 1 0 2 0 9 10 0 0 0 0 1 0 8 3 4 0 0 0 2 0 1 2 1 1 15 0 1 5 0 14 4 1 0 1 3 1 0 0 4 0 0 0 2 0 0 1 3 0 0 0 4 0 0 1 0 0 0 1 0 0 0 0
"Microbe1163" 3 4 3 3 1 0 56 2 0 0 0 0 0 0 6 3 0 0 0 0 0 14 0 151 12 19 0 0 20 27 26 77 0 45 0 334 0 11 0 2 0 0 0 6 3 6 1 0 3 1 2 0 0 0 11 0 5 13 2 0 0 1 0
"Microbe1164" 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1165" 40 5 6 44 30 43 6 0 22 10 0 113 3 0 33 2 22 0 0 0 34 0 1 4 14 12 0 156 2 3 1 1 0 0 0 0 0 0 0 3 0 1 0 0 45 8 1 0 0 0 0 0 0 1 0 1 0 0 4 0 1 0 0
"Microbe1166" 0 0 3 4 2 7 1 359 3 0 0 17 0 1 0 0 15 0 0 0 3 0 48 0 0 0 25 0 1 0 0 0 0 0 6 0 14 0 0 0 0 0 0 0 0 1 0 1 4 0 10 0 0 0 0 0 0 0 0 0 0 0 2
"Microbe1167" 12 17 0 0 7 2 12 7 0 96 0 0 0 0 0 0 0 0 0 1 7 0 4 1 0 14 7 131 0 0 0 4 0 162 2 3 6 0 0 9 0 5 2 0 64 1 0 0 0 0 11 0 0 0 0 0 0 0 2 0 0 0 0
"Microbe1168" 3 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe1169" 1 0 0 0 2 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1170" 113 5 17 66 53 22 0 0 2 2 0 26 1 3 1 0 7 0 0 0 12 5 0 3 33 9 7 108 3 24 10 0 2 0 0 0 3 2 0 9 1 0 0 10 84 15 0 1 0 0 0 3 0 1 0 0 0 0 2 0 0 0 1
"Microbe1171" 0 0 0 0 0 0 7 4 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 55 0 1 1 1 0 12 0 0 1 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1172" 1 0 0 1 0 1 2 0 0 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1173" 0 0 1 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1174" 0 0 0 1 0 3 3 0 0 0 0 1 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0
"Microbe1175" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 1 0 3 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1176" 6 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1177" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1178" 597 0 12 353 351 6 103 0 1 20 0 64 3 0 15 0 874 0 0 0 68 0 4 0 385 7 0 69 40 626 18 24 312 0 0 0 0 0 0 0 23 153 0 3 55 50 0 1 0 0 0 0 2 50 0 1 3 0 1 1 1 0 0
"Microbe1179" 100 13 20 27 66 569 297 5 21 11 1 256 0 37 103 1 84 0 1 12 26 2 13 16 12 44 3 73 105 15 85 106 110 0 0 0 0 1 1 2 1 48 0 12 40 35 1 9 0 0 0 80 0 25 4 0 6 0 3 0 0 0 0
"Microbe1180" 0 0 3 0 0 1 1 0 1 0 0 1 0 1 0 0 7 0 0 0 0 0 1 0 2 0 0 3 0 3 0 4 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe1181" 0 143 2 0 0 0 85 0 1 675 0 1 0 2 1 6 0 0 0 0 3 0 2 130 0 72 0 0 0 0 0 3 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 17 0 0 0 0 0 56 0 0 0 0 0 0 0
"Microbe1182" 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1183" 2 11 33 1 1 1 0 5 3 1 0 14 0 0 0 0 2 0 0 0 0 2 2 0 0 5 1 2 4 0 1 0 0 0 4 0 1 2 0 2 1 0 0 0 1 18 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Microbe1184" 28 3 1250 68 25 38 205 0 289 1 1 3 1 32 1454 32 0 5 1 93 1 1 12 49 56 84 49 0 750 60 73 50 16 1 0 14 11 57 2 21 4 2 2 29 0 696 0 14 2 0 0 0 0 0 30 1 9 0 0 0 0 1 0
"Microbe1185" 1 0 0 6 0 0 0 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 5 0 0 4 0 12 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1186" 9 15 10 80 9 6 0 0 3 7 0 5 0 0 0 0 8 0 0 0 0 2 0 2 4 0 0 10 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1187" 0 0 0 0 0 0 0 13 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1188" 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1189" 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1190" 0 0 0 0 0 1 4 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 4 0 1 2 0 0 0 0 0 4 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1191" 0 0 1 0 1 58 0 3 0 0 0 197 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 2 0 77 0 0 0 0 196 14 0 0 4 0 0 0 0 0 0 26 0 0 0 0 0 3 0 5 0 0 0
"Microbe1192" 0 1 0 3 0 0 2 0 0 2 0 1 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Microbe1193" 0 0 0 0 0 23 114 19 0 0 59 2 0 65 0 1 0 0 4 18 1 0 7 117 0 2 27 0 0 0 1 63 45 316 5 46 7 42 5 14 0 38 0 3 0 0 0 0 0 0 20 1 0 0 14 0 0 1 0 0 0 0 0
"Microbe1194" 1 0 0 0 1 8 1 58 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 13 2 1 0 1 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe1195" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 18 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1196" 7 0 1 5 4 2 0 0 0 0 0 10 0 0 0 3 1 0 0 0 2 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Microbe1197" 1 0 1 2 0 0 1 0 1 0 0 1 0 2 0 0 0 0 0 0 0 1 1 1 2 5 2 0 0 1 0 0 0 3 0 0 1 5 1 1 0 0 2 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe1198" 0 0 0 244 0 0 291 10 8 0 0 0 4 2 22 8 0 0 2 53 0 1 0 27 487 91 0 0 61 154 34 89 22 0 1 0 1 4 0 8 112 3 0 22 0 0 2 23 0 0 0 0 0 0 11 3 0 0 0 5 0 0 0
"Microbe1199" 2 0 0 0 1 3 1 8 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Microbe1200" 2 1 0 0 0 0 0 0 1 2 1 1 0 0 0 0 2 0 0 1 0 0 1 0 4 1 0 2 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1201" 0 0 0 0 0 3 2 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1202" 0 0 0 19 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1203" 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1204" 5 2 8 21 2 1 321 144 9 1 9 0 4 63 0 177 1 562 7 2 0 419 10 58 139 43 49 8 57 123 12 153 0 100 33 1 25 212 6 99 1 3 64 292 0 1 19 40 29 2 13 1 0 0 11 0 2 0 0 0 0 0 0
"Microbe1205" 3 0 2 0 2 2 2 0 0 0 0 3 0 7 0 3 1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 5 33 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1206" 0 0 0 0 0 1 0 0 1 0 0 3 0 0 0 0 3 0 0 0 4 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1207" 2 19 130 13 3 0 0 16 43 2 0 1 0 4 103 1 14 20 1 25 0 0 0 0 0 0 0 1 118 2 10 1 0 0 4 0 0 108 0 0 5 0 0 35 1 39 0 3 0 0 0 0 0 0 10 0 1 0 0 0 0 0 0
"Microbe1208" 2 0 2 1 2 0 1 2 0 0 0 1 0 1 0 0 7 0 0 0 2 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1209" 0 0 3 1 0 8 4 1 0 0 1 0 0 0 0 1 3 0 0 0 0 0 2 0 2 2 3 1 3 0 0 9 1 1 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1210" 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1211" 3 1 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe1212" 31 116 3 6 7 22 51 16 13 75 0 8 1 5 42 0 0 0 0 53 0 0 0 1 7 3 2 1 21 0 2 22 25 1 5 0 0 4 1 2 3 16 0 3 0 8 0 1 0 0 0 1 0 0 3 0 2 0 0 2 0 0 0
"Microbe1213" 0 0 0 0 0 0 0 273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 92 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1214" 0 0 0 1 1 4 6 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
"Microbe1215" 0 0 0 3 0 1 1 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1216" 0 0 0 1 0 1 8 103 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 1 0 0 31 0 0 0 0 2 0 1 2 0 13 56 0 1 0 0 2 0 1 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1217" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 82 0 0 0 0 0 0 0 0
"Microbe1218" 1 0 1 0 0 0 1 0 0 0 2 11 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1219" 3 0 0 0 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1220" 3 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1221" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1222" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 3 1 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1223" 1420 610 227 133 815 185 5 0 159 697 0 144 3 1 384 1 748 0 0 8 26 1 2 16 71 23 1 852 150 35 15 4 10 0 0 0 0 0 0 4 3 5 0 2 938 383 0 2 0 0 0 6 0 243 0 0 7 0 37 0 1 0 0
"Microbe1224" 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"Microbe1225" 15 16 32 24 5 23 61 62 16 13 3 17 2 17 38 5 15 0 1 7 16 5 7 19 38 30 11 7 65 38 24 29 10 14 15 2 3 14 2 24 3 3 1 13 6 54 2 3 0 1 0 2 0 5 10 0 4 0 0 0 0 1 0
"Microbe1226" 1 0 2 1 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 2 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe1227" 5 0 2 3 1 2 2 2 0 0 0 0 0 0 0 1 2 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1228" 2 1 0 0 1 0 1 0 3 1 1 7 0 0 1 0 2 0 0 0 1 0 0 0 1 0 0 3 1 0 0 2 4 1 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Microbe1229" 0 0 0 1 0 0 5 1 0 0 2 2 0 5 0 1 0 0 1 5 0 0 1 55 1 0 2 0 0 0 0 1 0 14 0 8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0
"Microbe1230" 0 2 2 0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 2 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 2 6 0 1 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"Microbe1231" 1 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1232" 0 0 0 4 0 2 22 43 0 0 0 0 0 10 0 6 0 3 0 0 0 22 2 1 15 4 10 0 4 5 0 4 0 0 25 1 2 0 0 3 0 1 0 4 0 0 3 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Microbe1233" 55 0 0 1 29 13 1 0 0 0 2 1 3 0 0 0 0 0 0 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 63 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe1234" 2 0 33 4 8 5 1 3 19 1 0 14 0 0 1 0 32 0 0 0 20 1 31 1 7 0 0 1 0 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 11 0 0 0 2 1 1 0 0 0 0 0 0 1 0 0 0 0
"Microbe1235" 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1236" 0 0 0 1 0 1 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
